54700,853734,1:1,
4629,856418,n:1,
HUMAN26860,851713,n:1,961128
6210,853249,1:m,1250978
6210,851082,1:m,
10229,854292,1:1,1186313
55623,852619,1:1,1241016
23062,856508,n:1,
124454,854124,1:1,
5347,855013,1:1,961548
51451,852045,1:1,1231700
728689,855357,n:1,
1201,853387,n:1,802269
1201,853387,n:1,
8663,855357,n:1,
7284,854359,1:1,960824
23475,850608,1:1,1250052
10423,856229,1:1,1243414
9344,852119,n:1,
5531,851513,n:m,
5531,851647,n:m,
5531,855766,n:m,
5595,852265,n:m,
5595,852931,n:m,962223
5595,856425,n:m,
5595,850803,n:m,
HUMAN27800,852652,1:1,897991
HUMAN27892,850568,1:1,
112755,855221,n:m,
112755,855844,n:m,780107
6810,855221,n:m,
6810,855844,n:m,
10295,854769,n:m,1221378
10295,852821,n:m,
55737,853287,1:1,1241919
84706,851690,1:m,
84706,850778,1:m,
10294,855661,n:1,961069
85320,853198,n:1,
9688,850552,1:1,1244777
5432,854791,1:1,1237243
1459,854776,n:1,
23019,850455,1:1,
55238,854721,1:1,961755
2806,850714,n:1,
8883,856104,1:1,
57546,854257,n:1,673980
9114,851168,n:1,1250067
10204,856727,1:1,1135633
84916,851924,1:1,961473
HUMAN29348,856303,n:1,
27183,856303,n:1,960993
51388,855890,1:1,1251552
28987,854221,1:1,1228843
11060,856862,n:1,
16,854513,1:1,1226431
11269,854211,n:1,961031
HUMAN29472,854211,n:1,
55308,854211,n:1,
25839,856220,1:1,
23450,854956,1:1,670847
55697,851102,1:1,1203151
164,856141,n:1,715058
1723,853664,1:1,
5713,854435,1:1,1244912
79152,855315,1:1,915201
79726,851706,1:1,1231317
197257,851380,1:1,
11345,852200,n:1,
3735,851607,1:1,1184759
22879,852753,n:1,
2653,851254,1:1,
54758,855865,1:1,961047
4597,855779,1:1,1234070
353,854986,1:1,
6137,851477,1:m,
6137,855173,1:m,1215811
10381,850506,n:1,
55275,853423,1:1,
29928,851309,1:1,1203211
7531,851676,1:m,1248118
7531,856924,1:m,
124935,855261,n:1,
10594,856570,1:1,780606
6117,851266,1:1,1227483
1801,854703,1:1,1226940
124641,854454,1:1,762076
63826,853662,1:1,1193211
55720,851499,1:1,761663
5048,854443,1:1,
23277,855025,1:1,1221263
1497,850438,1:1,
5694,853456,1:1,1240700
8402,851063,n:1,
2027,853169,n:m,
2027,856579,n:m,
2027,855373,n:m,
2027,854575,n:m,1250152
56919,853784,1:1,1225075
11337,852200,n:1,770260
6517,851352,n:m,
6517,851943,n:m,
6517,851944,n:m,
6517,851946,n:m,
6517,851995,n:m,
6517,852108,n:m,
6517,852149,n:m,
6517,856640,n:m,
6517,850536,n:m,
6517,856492,n:m,
6517,856494,n:m,
6517,856496,n:m,
6517,853236,n:m,
6517,853216,n:m,
6517,853623,n:m,
6517,850770,n:m,
6517,855023,n:m,
6517,855398,n:m,
6517,855809,n:m,
6517,854009,n:m,
6517,854050,n:m,
1984,853506,n:1,
HUMAN31425,851415,1:1,1247539
1973,851584,n:m,962043
1973,853303,n:m,
9196,855385,n:m,
9196,856017,n:m,
58485,854898,1:1,930173
HUMAN31627,851203,n:m,
HUMAN31627,854505,n:m,
6844,851203,n:m,
6844,854505,n:m,795666
5198,852952,1:1,1222659
399512,853739,n:1,917334
29098,853537,1:1,1221866
6154,852922,n:m,
6154,851058,n:m,
4628,856418,n:1,
8735,856418,n:1,
4626,856418,n:1,
4622,856418,n:1,
4619,856418,n:1,
4620,856418,n:1,
4621,856418,n:1,
6341,852325,n:1,877311
60528,853954,1:1,
100533496,851657,n:1,
201158,851657,n:1,
9487,855324,1:1,1160263
10400,853536,1:1,751901
146691,851960,1:1,965990
1819,853083,1:1,710170
6470,852565,n:m,
6470,850747,n:m,
51030,851657,n:1,1236231
55244,856427,n:1,961064
224,855137,n:1,
146802,856427,n:1,
218,855137,n:1,
23326,855263,n:1,961273
94005,852044,1:1,1233499
6830,853011,1:1,1233274
6147,853993,1:1,961146
147015,854420,n:1,
57551,852119,n:1,
84940,851148,1:1,
642,855482,1:1,
9527,856354,1:1,696798
55288,851249,n:1,1251433
5717,851461,1:1,1214098
10693,851768,n:1,
54475,850435,1:1,960940
5193,855041,1:1,
284098,853354,1:1,1247072
79922,854376,1:1,
26574,851893,1:1,1245308
31,855247,n:m,
31,855750,n:m,1209208
6871,852059,n:1,1247012
11056,852704,1:1,961366
5691,856830,1:1,1240697
9349,852191,1:1,
6143,852254,1:1,961025
93210,850411,1:1,1214475
94103,852926,n:m,
94103,851064,n:m,
5709,856742,1:1,
990,853244,1:1,1203561
7153,855636,n:1,
10209,855477,n:1,
5878,853884,n:m,
5878,855631,n:m,
5878,854256,n:m,
535,855076,n:m,
535,854444,n:m,1180674
7283,850909,n:1,674819
27175,850909,n:1,
84313,853566,1:1,894256
80755,855688,n:1,1226432
HUMAN33984,855688,n:1,
6155,852082,1:m,
6155,856401,1:m,1168143
1659,856732,1:1,1225071
124801,856521,1:1,
51629,853173,n:1,
4836,850892,n:1,
79877,851777,1:1,855086
113026,855860,n:1,
4905,852372,1:1,961137
996,852194,1:1,961295
4635,852772,n:1,
9520,856443,n:m,
9520,853699,n:m,806341
3837,851061,1:1,1209372
55163,852323,1:1,1174454
51226,856097,n:1,
11267,856105,1:1,1170650
5245,853033,1:1,960911
HUMAN34807,855832,n:1,698764
5164,854769,n:m,
5164,852821,n:m,
80221,852523,1:1,
8714,851713,n:1,
HUMAN35035,853798,1:1,
51096,853376,1:1,
140735,852034,n:1,1224559
6827,852955,1:1,1215833
645545,855043,n:1,
388403,852231,n:1,
1213,852666,n:1,
342538,856600,1:1,1219835
51204,852904,1:1,1247605
117246,850304,1:1,1166749
5705,852834,1:1,960903
6603,855757,n:1,
6329,853131,n:1,
5718,851408,1:1,1199113
55062,850577,n:1,
5573,854778,n:1,
6169,851035,1:1,
2232,851982,1:1,921724
3396,854035,1:1,
6613,852122,n:1,1206697
60386,852988,1:1,917332
3021,852295,n:1,698037
51,852667,n:1,
1018,852457,n:1,
6730,855833,1:1,
23265,853359,1:1,751795
9489,850352,1:1,1250918
339221,856699,n:1,
9775,851584,n:m,
9775,853303,n:m,
57521,856593,1:1,834546
79643,855101,1:1,672118
71,850504,1:1,
55666,852468,1:1,1229185
6182,852811,1:1,1248914
1468,851063,n:1,
5034,850314,n:m,960967
5034,852130,n:m,
396,851420,n:1,
5833,852890,1:1,
HUMAN37130,856744,n:1,
64118,854895,1:1,1237363
260334,850506,n:1,
9097,850562,1:1,
1068,854431,n:1,
7298,854241,1:1,1204279
10403,854662,1:1,961193
3613,851881,n:m,
3613,856442,n:m,
84617,850506,n:1,
10939,856737,1:m,
10939,855114,1:m,961139
10650,851766,n:m,952788
10650,850865,n:m,
10650,850890,n:m,
81929,852778,1:1,961459
171586,852476,1:1,
4864,856101,n:1,1151120
143471,854119,n:1,
10982,856736,n:1,961224
55250,853114,1:1,1216733
HUMAN38241,850941,1:1,1195043
498,852177,1:1,1198486
51124,856806,n:1,1233389
51124,856806,n:1,
6139,853262,n:m,
6139,853674,n:m,1208826
6139,853262,n:m,1208827
6139,853674,n:m,
4200,853839,n:1,
2235,854347,1:1,784569
4677,856412,1:1,1184761
5205,851667,n:m,
5205,856913,n:m,
90701,854840,n:1,
23556,853690,1:1,1207371
9525,856303,n:1,
55748,850605,1:1,1210579
374868,854763,n:1,780294
80148,855022,1:1,
10907,856197,1:1,1164013
997,851624,1:1,
5434,852451,1:1,1240134
2879,852546,n:m,
2879,854855,n:m,1177816
2879,853842,n:m,
513,851560,1:1,
6209,854117,1:1,1244977
92840,856140,n:1,
51690,855575,1:1,1217102
26517,853093,1:1,
6449,854168,n:1,
7064,850301,n:1,
7089,850445,n:1,
83475,853534,1:1,960941
1938,851993,1:1,
25873,855232,1:m,
25873,855826,1:m,699681
9361,852259,1:1,1223148
56931,851117,1:1,1237360
5990,850873,1:1,
284427,852491,n:m,
284427,854672,n:m,
284427,854811,n:m,
284427,856712,n:m,
79085,855641,1:1,917385
10382,850506,n:1,
9322,856514,n:1,
56949,852025,1:1,961065
6813,851742,n:1,
115704,855230,1:1,
10469,854790,1:1,1239611
1994,850346,n:m,
1994,855728,n:m,
6234,850969,1:m,1243519
6234,854338,1:m,
9230,856753,n:m,961830
9230,852662,n:m,
4542,853729,n:m,
4542,855136,n:m,
59286,855767,1:1,941942
5300,853475,1:1,
HUMAN40558,854682,1:1,
56342,851907,1:m,
56342,856463,1:m,719002
8666,852039,1:1,960949
65095,855408,1:1,961109
10053,855869,n:1,
11018,851226,n:m,
11018,854181,n:m,
HUMAN41105,856465,1:1,1187461
30000,852305,n:1,1209373
439,851458,1:1,944560
7001,852064,1:m,
7001,854980,1:m,
10535,855652,1:1,1232820
2193,850522,1:1,1240529
5886,856674,n:1,
55621,851698,1:1,1236660
84245,856234,1:1,1199157
5566,853275,n:m,
5566,853688,n:m,
5566,855898,n:m,961318
3337,855725,n:1,963169
9524,851547,n:1,1176064
11283,852011,n:1,
66002,852011,n:1,
8529,852011,n:1,
7171,855645,n:1,
8907,855869,n:1,1221327
79939,853246,1:m,
79939,854484,1:m,
84705,855037,1:1,1162063
376497,852329,n:1,
25796,850437,1:m,
